uuid,name,sex,age,age_group,ethnicity,mother_tongue,religion,marital_status,education_level,field_of_study,occupation,occupation_sector,employment_status,city,district,region,residence_type,country,cultural_background,descriere_generala,profil_profesional,hobby_sport,hobby_arta_cultura,hobby_calatorii,hobby_culinar,career_goals_and_ambitions,persona_summary,skills_and_expertise_list,hobbies_and_interests_list,generation_timestamp,census_reference_year
fdb0aa2d-15c2-4f85-9dab-d854247c3d92,Evgenii Semyonov,Masculin,22,15-24,Rus,Rusă,Ortodox,Necăsătorit,Superior (Licență/Master),Inginerie,Manager,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
421ab760-a8c8-4f98-af57-1ebc46ea22de,Alexandru Cojocari,Masculin,83,65+,Moldovean,Română,Ortodox,Divorțat,Primar,,Asistent medical,Servicii,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
f9219ea5-cd3a-4725-9f6c-47276a14c34c,Vasile Lungu,Masculin,71,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Pensionar (fost: contabil),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
0187bf19-64f2-4bc6-a597-3221bd6b47b5,Alexandru Rusu,Masculin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Agricultură,employed,Cantemir,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
bb5a7505-1dc7-419c-9d20-d33e3c86c721,Mihail Topal,Masculin,50,45-54,Găgăuz,Găgăuză,Ortodox,Căsătorit,Liceal,,Asistent medical,Agricultură,other_inactive,Vulcănești,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
9734df66-fa52-40cd-9df7-42c7f45dc763,Galina Rusu,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Învățător,Servicii,employed,Taraclia,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
7c13befd-b6e8-4bb8-9bd1-09bc13085a0c,Petru Sirbu,Masculin,57,55-64,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Croitoreasă,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
601efcf0-ca09-4d2e-bf42-c0cd39328d79,Nicolae Curcă,Masculin,18,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Electrician,Industrie,student,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
333f431d-4edd-46c1-a14e-7ce9d0e8ad53,Tetiana Ponomarenko,Feminin,38,35-44,Ucrainean,Ucraineană,Ortodox,Necăsătorit,Gimnazial,,Ospătar,Servicii,other_inactive,Ocnița,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
58dda808-bded-439e-a9cb-2d41741065ae,Viorica Ursu,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Fermier,Agricultură,employed,Sîngerei,Drochia,Nord,Rural,Moldova,,,,,,,,,,,,,2024
f78a4ec4-0bfb-4693-a13a-f5d6b643396c,Nikolai Stoyanov,Masculin,47,45-54,Bulgar,Bulgară,Ortodox,Căsătorit,Gimnazial,,Șofer,Servicii,other_inactive,Nisporeni,Telenești,Centru,Urban,Moldova,,,,,,,,,,,,,2024
37b64523-0d3e-47a2-8353-a6c01b9ab8ba,Ana Cazacu,Feminin,50,45-54,Moldovean,Română,Fără religie/Ateu,Căsătorit,Gimnazial,,Agricultor,Servicii,other_inactive,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
a3fae650-f5f1-4a7c-987a-ff32dd7acb71,Valentina Bostan,Feminin,48,45-54,Moldovean,Română,Ortodox,Divorțat,Superior (Licență/Master),IT/Informatică,Asistent medical,Servicii,homemaker,Leova,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
ec419652-805b-44de-b6c4-ddf7349762c0,Gheorghe Ciobanu,Masculin,22,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Îngrijitor,Servicii,student,Sîngerei,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
0fb6b119-1f73-444d-94f3-5fd5d68ec69b,Vasile Cojocari,Masculin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Preot,Agricultură,employed,Ocnița,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
cc4cfd8a-542e-46ee-83ff-6c7d0e4bb49d,Vladimir Sandu,Masculin,76,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: inginer),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
c0c0ae5d-459e-421e-bfaa-c09b700e27a4,Ana Sirbu,Feminin,48,45-54,Moldovean,Română,Ortodox,Divorțat,Gimnazial,,Ospătar,Servicii,employed,Nisporeni,Călărași,Centru,Urban,Moldova,,,,,,,,,,,,,2024
cad6f494-1a3d-4f33-b831-9f1d43d140de,Boris Rusu,Masculin,31,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Medicină/Sănătate,Asistent medical,Agricultură,other_inactive,Soroca,Mun. Bălți,Nord,Rural,Moldova,,,,,,,,,,,,,2024
7060e02c-bfc2-412e-806f-ac173065626f,Volodymyr Koval,Masculin,80,65+,Ucrainean,Ucraineană,Ortodox,Căsătorit,Fără studii,,Pensionar (fost: medic),,retired,Edineț,Fălești,Nord,Urban,Moldova,,,,,,,,,,,,,2024
8ee1ecf4-b131-4bbb-b625-ec37665287dc,Natalia Sirbu,Feminin,76,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: contabil),,retired,Ungheni,Dubăsari,Centru,Urban,Moldova,,,,,,,,,,,,,2024
9d1c203b-6c60-45ba-83a6-df13ee909657,Maria Ursu,Feminin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Paznic,Servicii,employed,Dubăsari,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
a721acb0-7a69-4a48-82f0-2c0eee9d6b45,Liudmila Cojocari,Feminin,30,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Șofer,Servicii,unemployed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
10dda00e-a118-4c82-860f-0697d2610925,Victoria Fedorov,Feminin,39,35-44,Rus,Rusă,Fără religie/Ateu,Căsătorit,Liceal,,Muncitor necalificat,Servicii,employed,Soroca,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
ab84043c-cb86-4e6d-8c8c-d5f80fe47d10,Antonina Rusu,Feminin,84,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: contabil),,retired,Telenești,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
3583ce3e-b47b-4184-8fcb-c5b72bbb4ed5,Ana Cercheș,Feminin,84,65+,Moldovean,Română,Ortodox,Văduv,Liceal,,Pensionar (fost: medic),,retired,Soroca,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
5cba23e1-f74a-41ce-b0c8-e3f0e2d5d0bb,Elena Cristea,Feminin,60,55-64,Găgăuz,Găgăuză,Ortodox,Căsătorit,Profesional/Tehnic,,Învățător,Agricultură,retired,Dondușeni,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3bf22f86-d85f-41d5-bd27-df9f4b7150bc,Ecaterina Rusu,Feminin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Învățător,Servicii,employed,Nisporeni,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
7bf9edde-a599-4575-ab7f-4747a54a94cc,Olga Ciobanu,Feminin,56,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Agricultor,Servicii,employed,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
b1bb5864-82e2-4d3f-9401-72175361dd52,Rodica Ursu,Feminin,62,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Asistent medical,Agricultură,homemaker,Călărași,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
faf6e522-b48e-46fd-bd4e-58a773d47864,Dumitru Bostan,Masculin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Bucătar,Industrie,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
c48f589a-0d2e-4d50-a4e4-9b68490dc7fd,Ludmila Ciobanu,Feminin,30,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Educație/Pedagogie,Paznic,Servicii,employed,Nisporeni,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
04839a36-d51c-4157-be58-3c289db11149,Tomasz Karapetian,Masculin,38,35-44,Altele,Română,Ortodox,Căsătorit,Superior (Licență/Master),Științe Sociale,Meșteșugar,Agricultură,other_inactive,Criuleni,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
0435a03c-1fd5-4574-b403-dda5be2fbba4,Elena Ciorba,Feminin,55,55-64,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Șofer,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
383523db-855c-4857-a811-35076d48046b,Anatolie Sandu,Masculin,50,45-54,Moldovean,Română,Ortodox,Căsătorit,Primar,,Învățător,Servicii,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
55e890cd-787c-429c-a9f5-1adf2f551022,Svetlana Melnic,Feminin,49,45-54,Moldovean,Română,Ortodox,Divorțat,Liceal,,Tehnician,Servicii,retired,Basarabeasca,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
45773ad9-4664-4b96-9687-2269e8bda0b6,George Dinu,Masculin,18,15-24,Român,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Agricultor,Agricultură,student,Leova,Leova,Sud,Rural,Moldova,,,,,,,,,,,,,2024
c243a38f-7291-4bb3-aacb-ad8ce734a5ed,Andrei Furtuna,Masculin,83,65+,Moldovean,Română,Ortodox,Văduv,Liceal,,Pensionar (fost: inginer),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
c74e0b23-eece-4087-9136-327a938dc9c9,Alexandru Cazacu,Masculin,71,65+,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Pensionar (fost: medic),,retired,Sîngerei,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
56e19e52-4e2c-46b1-87b5-f4f188b49b15,Dumitru Popa,Masculin,55,55-64,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Fermier,Agricultură,unemployed,Orhei,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
2cac8156-faba-47be-b5bf-66b0eb5e8c12,Rumen Dimitrov,Masculin,42,35-44,Bulgar,Bulgară,Protestant,Căsătorit,Superior (Licență/Master),Inginerie,Inginer,Servicii,other_inactive,Nisporeni,Orhei,Centru,Urban,Moldova,,,,,,,,,,,,,2024
6524bf1a-579b-499e-8d1f-22bf60f1534b,Tatiana Rusu,Feminin,77,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Personal de curățenie,Servicii,retired,Soroca,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3517119b-1a96-44f8-87fe-306b0632e96c,Boris Popa,Masculin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Lăcătuș,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
28e00213-f9f9-447f-8b08-3c06845fd788,Vladimir Cazac,Masculin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Personal de curățenie,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
bb3f13e1-7f82-417b-81d0-011081f0986b,Tamara Chirila,Feminin,26,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Agricultor,Agricultură,other_inactive,Edineț,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
f20e9d7c-1397-473d-851d-f695d94356a1,Galina Popa,Feminin,40,35-44,Moldovean,Română,Catolic,Necăsătorit,Profesional/Tehnic,,Electrician,Industrie,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
c3f7e2ea-78da-49a5-b693-ec24e3fbf14d,Mariana Guțu,Feminin,37,35-44,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Economie/Finanțe,Personal de curățenie,Servicii,employed,Cimișlia,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
f493b04e-01c2-45bc-8efb-cac037707dcc,Tatiana Chirila,Feminin,68,65+,Moldovean,Română,Ortodox,Căsătorit,Primar,,Pensionar (fost: profesor),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
45daebb3-858f-4606-9ff1-2800854faeb7,Ana Sirbu,Feminin,78,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Pensionar (fost: profesor),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
471ed2a4-b862-4333-beb7-9513e64b0bab,Mihai Gheorghe,Masculin,40,35-44,Român,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Secretar,Industrie,unemployed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e5ed142e-dd68-473a-9cf7-22dae057e027,Yurii Bondarenko,Masculin,49,45-54,Ucrainean,Ucraineană,Ortodox,Căsătorit,Gimnazial,,Comerciant mic,Agricultură,employed,Edineț,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
d42987cb-05db-404c-a267-086fc60c20b9,Mihaela Sandu,Feminin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Agricultor,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
39a84495-6c51-43d3-8392-4f4abb819955,Mihai Cebotari,Masculin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Bucătar,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
5a701c60-479a-49fa-8923-cfb82974db28,Alexandru Lungu,Masculin,37,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Învățător,Servicii,employed,Cimișlia,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
5e856760-7c8a-4aa6-a9f4-b9bad2b2524d,Natalia Polishchuk,Feminin,25,25-34,Ucrainean,Ucraineană,Ortodox,Căsătorit,Profesional/Tehnic,,Secretar,Industrie,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
7668f33c-5860-42fc-8366-f1355aa134fa,Irina Furtuna,Feminin,58,55-64,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Agricultor,Servicii,retired,Rîșcani,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
01a4e7d5-bd45-4a8c-a3ca-79f6d939e350,Gheorghe Grosu,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Medicină/Sănătate,Student,Educație,student,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
6e3c360d-e4fe-43e2-9187-73538c17f3a4,Svetlana Ciobanu,Feminin,77,65+,Moldovean,Română,Ortodox,Văduv,Liceal,,Pensionar (fost: muncitor),,retired,Cruzești,Mun. Chișinău,Chisinau,Rural,Moldova,,,,,,,,,,,,,2024
1142affa-cd55-44fe-a4c2-c28a47f23776,Nicolae Rotaru,Masculin,37,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Tehnician,Servicii,homemaker,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e5c4b761-d6e4-48c3-ab72-53e95fb1821a,Bojidara Stefanov,Feminin,27,25-34,Bulgar,Bulgară,Ortodox,Necăsătorit,Profesional/Tehnic,,Învățător,Agricultură,homemaker,Soroca,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
8fd6c210-4016-4eb0-9999-57ece146e3e6,Oleg Balan,Masculin,83,65+,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Inginerie,Pensionar (fost: contabil),,retired,Nisporeni,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
09172e6c-9bec-4f53-96da-c8c2a9383e5e,Sergiu Cojocaru,Masculin,51,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Preot,Agricultură,employed,Sîngerei,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
411a7720-2553-448b-bac7-9dabf0c98405,Vasile Ciobanu,Masculin,70,65+,Moldovean,Română,Altă religie,Văduv,Liceal,,Pensionar (fost: profesor),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
2a65ab06-1a6b-4006-93b1-7ef1b452ea05,Tomasz Schwartz,Masculin,22,15-24,Altele,Română,Armenesc,Necăsătorit,Profesional/Tehnic,,Secretar,Servicii,student,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
bedc018f-7025-4b32-be58-e343ba72b6a3,Angela Rusu,Feminin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Preot,Agricultură,homemaker,Rîșcani,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
fabca800-e900-4b7e-8fee-c4a888a9d590,Laura Popescu,Feminin,84,65+,Român,Română,Ortodox,Căsătorit,Primar,,Pensionar (fost: inginer),,retired,Budești,Mun. Chișinău,Chisinau,Rural,Moldova,,,,,,,,,,,,,2024
ca5a8ca4-ed6d-417c-8157-6ef4d8559c16,Viorica Cazac,Feminin,31,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Medicină/Sănătate,Agricultor,Servicii,employed,Rezina,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
1dfca819-8e50-48f6-b7fd-e4ab2ec1824a,Silvia Gheorghe,Feminin,48,45-54,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Lăcătuș,Servicii,employed,Călărași,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
0cffd846-594d-409e-a2b6-bc91fe15143f,Vladimir Furtuna,Masculin,74,65+,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Pensionar (fost: medic),,retired,Edineț,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
83d9686d-4ea9-4967-8343-aa8d73435d29,Galina Donciu,Feminin,47,45-54,Moldovean,Română,Ortodox,Divorțat,Profesional/Tehnic,,Secretar,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e8fd2334-f306-4005-9428-9b23be74003f,Alexei Istrati,Masculin,61,55-64,Moldovean,Română,Ortodox,Văduv,Liceal,,Învățător,Agricultură,other_inactive,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
10669f10-e48f-431a-abfe-b60b9af317d1,Valentina Munteanu,Feminin,61,55-64,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Ospătar,Servicii,retired,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
4a1d0ca3-1168-454d-9222-54e7e6676770,Oleksandr Bondarenko,Masculin,52,45-54,Ucrainean,Ucraineană,Ortodox,Divorțat,Liceal,,Agricultor,Servicii,employed,Strășeni,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
0e960bc4-e599-475d-9e8a-c3c0d99ad4a0,Ludmila Morozov,Feminin,76,65+,Rus,Rusă,Ortodox,Căsătorit,Liceal,,Pensionar (fost: medic),,retired,Călărași,Ungheni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
96eca59d-a84b-4e59-9cba-f74d393fb1d0,Igor Rotaru,Masculin,20,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Instalator,Servicii,student,Nisporeni,Strășeni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
060d0eab-c857-49f4-b3c4-b2c2eae60369,Iurie Rusu,Masculin,38,35-44,Moldovean,Română,Penticostal,Căsătorit,Gimnazial,,Bucătar,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e21f2cd0-a92e-45a0-8cb1-d7ab0257342b,Andrei Cojuhari,Masculin,83,65+,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Bucătar,Industrie,homemaker,Cantemir,Cantemir,Sud,Urban,Moldova,,,,,,,,,,,,,2024
b45bf10c-4326-48a4-8dce-0bd092417b97,Irina Balan,Feminin,79,65+,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Pensionar (fost: muncitor),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
86390e6b-374f-4e42-8dcd-4c1e1e7b53ed,Maxim Bostan,Masculin,74,65+,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Pensionar (fost: medic),,retired,Drochia,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
96ac2772-abb7-4b53-ab37-a8ec997666f5,Natalia Cercheș,Feminin,73,65+,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Pensionar (fost: inginer),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
f57195b7-a259-4ed6-a98a-488a81b6a02a,Constantin Munteanu,Masculin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Economie/Finanțe,Programator,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
5c22fc7b-1a24-408f-b3cb-85e340e15b3e,Svetlana Bostan,Feminin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Primar,,Șofer,Servicii,employed,Edineț,Dondușeni,Nord,Urban,Moldova,,,,,,,,,,,,,2024
fcaa8668-7e88-497f-95b4-2d6a13e6c225,Galina Rusu,Feminin,27,25-34,Moldovean,Română,Penticostal,Necăsătorit,Superior (Licență/Master),Drept,Avocat,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
663c10ee-8021-4298-9640-0b39ab973545,Vasile Chirila,Masculin,29,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Inginerie,Muncitor agricol,Agricultură,employed,Taraclia,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
6f223816-256e-47c5-bb1d-04f0f4bdefd4,Aleksandr Smirnov,Masculin,62,55-64,Rus,Rusă,Ortodox,Căsătorit,Profesional/Tehnic,,Meșteșugar,Agricultură,employed,Ocnița,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
1348ed27-f9d3-41c6-ae29-97935ee32eb4,Nicolae Cojocaru,Masculin,41,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Industrie,other_inactive,Cimișlia,Basarabeasca,Sud,Urban,Moldova,,,,,,,,,,,,,2024
88a7d73a-567d-455f-8003-2abbb193e7ec,Sergiu Cazac,Masculin,70,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Pensionar (fost: muncitor),,retired,Leova,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
4a5438ff-76e4-4881-b7ea-95e788839207,Petr Cristea,Masculin,28,25-34,Găgăuz,Găgăuză,Musulman,Căsătorit,Superior (Licență/Master),IT/Informatică,Consultant IT,Servicii,homemaker,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
be6cb5f2-e86c-45d3-8ede-d3ddac46d9e4,Sergiu Sirbu,Masculin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Avocat,Servicii,employed,Edineț,Rîșcani,Nord,Urban,Moldova,,,,,,,,,,,,,2024
f595d78e-d944-45c5-a16c-1d2de71df6cc,Natalia Cazac,Feminin,79,65+,Moldovean,Română,Ortodox,Căsătorit,Primar,,Pensionar (fost: medic),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
56e8a7c3-1bee-4a45-8236-98537fcd60d4,Cristina Ursu,Feminin,60,55-64,Moldovean,Română,Ortodox,Separat,Profesional/Tehnic,,Zidar,Servicii,employed,Strășeni,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
f1229e92-ad9e-4c80-a230-37c834a601ef,Doina Popa,Feminin,48,45-54,Moldovean,Română,Ortodox,Divorțat,Profesional/Tehnic,,Învățător,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
fd8286c3-b50b-4abc-bf35-e76eadb4fcf4,Ludmila Ursu,Feminin,31,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Îngrijitor,Servicii,homemaker,Glodeni,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3e4c8f5a-8c87-4580-b3bb-450eaae3c1f7,Vladimir Ciorba,Masculin,61,55-64,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Comerciant mic,Agricultură,employed,Călărași,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
ee743b65-9673-42a4-9602-10319acc261c,Doina Rusu,Feminin,43,35-44,Moldovean,Română,Baptist,Divorțat,Profesional/Tehnic,,Muncitor agricol,Agricultură,employed,Cimișlia,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
05f7f697-8d60-4e95-b081-04cc33c3b663,Vasile Cosovan,Masculin,29,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Arhitect,Servicii,unemployed,Soroca,Drochia,Nord,Urban,Moldova,,,,,,,,,,,,,2024
897f4c8a-2cf8-42d0-b667-1fe0da2ddf45,Vitalie Rotaru,Masculin,69,65+,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Pensionar (fost: contabil),,retired,Basarabeasca,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
e7bf5842-e4f1-4afd-9bd7-be15717ead65,Svetlana Bologa,Feminin,74,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Zidar,Servicii,retired,Dubăsari,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
70623c3a-388a-455d-b13b-2907b148c9e6,Antonina Rusu,Feminin,25,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Lăcătuș,Servicii,employed,Sîngerei,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
d9593ca6-299f-4d25-b5cd-b0d6bf487755,Robert Florea,Masculin,48,45-54,Român,Română,Ortodox,Căsătorit,Superior (Licență/Master),Arte/Umanistice,Programator,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
